p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
RNF144B1	0	0.474128233220117	0.392	0.031	0	8	RNF144B
AIF11	0	0.464957064654453	0.582	0.057	0	8	AIF1
P2RY6	0	0.457680404485241	0.345	0.003	0	8	P2RY6
ICOSLG	0	0.452163332695578	0.4	0.025	0	8	ICOSLG
CALCRL	0	0.447348071052715	0.3	0.005	0	8	CALCRL
CSF2RB	0	0.439501341767277	0.329	0.009	0	8	CSF2RB
DNASE1L3	0	0.438798429887096	0.281	0.008	0	8	DNASE1L3
MGST2	0	0.438300109137446	0.53	0.052	0	8	MGST2
INSR	0	0.433124990571808	0.378	0.021	0	8	INSR
CLEC4C	0	0.430071315806873	0.343	0.001	0	8	CLEC4C
CD861	0	0.42801758613847	0.35	0.028	0	8	CD86
LILRB21	0	0.42657656465971	0.409	0.034	0	8	LILRB2
CLIC2	0	0.411393626182799	0.303	0.009	0	8	CLIC2
RASSF21	0	0.407549573441753	0.433	0.039	0	8	RASSF2
MAP1A	0	0.402493213722573	0.298	0.016	0	8	MAP1A
CIITA	0	0.395668700407379	0.364	0.015	0	8	CIITA
TFPI	0	0.390620362334708	0.291	0.002	0	8	TFPI
GAPT	0	0.384780766567605	0.319	0.013	0	8	GAPT
SLC32A1	0	0.382182113931522	0.255	0.002	0	8	SLC32A1
AFF31	0	0.37919283720128	0.366	0.016	0	8	AFF3
IL13RA1	0	0.367793757116451	0.331	0.005	0	8	IL13RA1
B3GNT5	0	0.366616541610841	0.3	0.019	0	8	B3GNT5
CD3021	0	0.349195326497707	0.338	0.017	0	8	CD302
TNFRSF21	0	0.341235725370573	0.305	0.002	0	8	TNFRSF21
FGD21	0	0.326627521860593	0.366	0.024	0	8	FGD2
SRC	0	0.324552787006419	0.305	0.013	0	8	SRC
DAPK1	0	0.321632055777469	0.336	0.016	0	8	DAPK1
P2RY14	0	0.312187629025406	0.255	0.009	0	8	P2RY14
U62317.5	0	0.308531972322997	0.251	0.014	0	8	U62317.5
TNNI2	0	0.308502260411935	0.288	0.014	0	8	TNNI2
SH3BP4	0	0.306163482458295	0.296	0.003	0	8	SH3BP4
BCL7A	0	0.303793393707656	0.284	0.006	0	8	BCL7A
MS4A4A	0	0.302823477989311	0.251	0.011	0	8	MS4A4A
CIB2	0	0.302747142451548	0.279	0.013	0	8	CIB2
FLT3	0	0.302744035326786	0.265	0.005	0	8	FLT3
UBE2E2	0	0.300122042431997	0.3	0.018	0	8	UBE2E2
SLC41A2	0	0.299641809216594	0.277	0.006	0	8	SLC41A2
RCAN1	0	0.298858141891848	0.274	0.016	0	8	RCAN1
UPK3A	0	0.280478940689294	0.255	0.007	0	8	UPK3A
CBFA2T3	0	0.270183807751895	0.279	0.011	0	8	CBFA2T3
SEL1L3	1.46757207490173e-304	0.638922709662726	0.527	0.064	3.15117075922899e-300	8	SEL1L3
SH3TC1	1.74086082716984e-303	0.396532857460284	0.407	0.038	3.73797636809909e-299	8	SH3TC1
THEMIS21	1.95425534576702e-295	0.778965377084162	0.745	0.127	4.19617707843096e-291	8	THEMIS2
LDLRAD4	7.45507246169678e-288	1.25100599139439	0.712	0.124	1.60075315897553e-283	8	LDLRAD4
IGSF61	7.4865471939853e-287	0.441986530244671	0.383	0.036	1.60751141349252e-282	8	IGSF6
IFI301	4.08614096621211e-283	1.07094259730062	0.496	0.063	8.77376188265065e-279	8	IFI30
RAB311	3.49583849225927e-282	0.337730326812617	0.322	0.026	7.5062644105791e-278	8	RAB31
CPVL1	1.29968782821375e-279	0.518962479640577	0.329	0.028	2.79068970474056e-275	8	CPVL
PLAUR1	3.76866366630656e-278	0.625804849028325	0.624	0.092	8.09207462429345e-274	8	PLAUR
KYNU1	9.98412790067729e-277	0.287477921732566	0.298	0.023	2.14379194283343e-272	8	KYNU
HLA-DRB12	4.10821641968404e-275	2.3059578117923	0.995	0.47	8.82116229634558e-271	8	HLA-DRB1
LMO21	1.34077040069502e-271	0.302972778461122	0.305	0.024	2.87890220437235e-267	8	LMO2
LST11	1.31448691605597e-260	0.859913826918216	0.626	0.102	2.82246630615537e-256	8	LST1
NME4	1.5008246669171e-259	0.409466294616944	0.449	0.053	3.2225707248044e-255	8	NME4
BASP14	1.96065234496147e-258	0.802679834354796	0.546	0.079	4.20991271510127e-254	8	BASP1
CLECL1	4.38149644398632e-258	0.310076357599779	0.307	0.026	9.40794916452742e-254	8	CLECL1
MOB1B	1.25975439532291e-257	0.401658241071547	0.345	0.033	2.70494463763736e-253	8	MOB1B
TNFSF13B1	1.20422649461146e-254	0.378182333661185	0.428	0.049	2.58571512922972e-250	8	TNFSF13B
HLA-DRB51	3.62148123714656e-249	2.0130131115802	0.733	0.175	7.77604451240108e-245	8	HLA-DRB5
CD742	3.68062196236943e-245	2.34977414023223	1	0.765	7.90303147759965e-241	8	CD74
SLC25A29	1.95881662372347e-244	0.347615027501176	0.281	0.023	4.20597105445903e-240	8	SLC25A29
CAPG1	6.19347675466098e-243	0.673489857485324	0.674	0.119	1.32986332876081e-238	8	CAPG
PPP1R14B1	7.81373931280304e-243	1.41824443999365	0.856	0.231	1.67776610524507e-238	8	PPP1R14B
HLA-DPA12	7.28817495523676e-241	2.24214008851887	0.967	0.513	1.56491692638844e-236	8	HLA-DPA1
ARID3A	6.47846235545609e-238	0.552480712188528	0.447	0.058	1.39105543696353e-233	8	ARID3A
LY962	8.42151562170781e-238	0.329498145447465	0.376	0.041	1.8082678342931e-233	8	LY96
TIMP21	1.00204592863213e-237	0.405228687525198	0.447	0.056	2.15159301795892e-233	8	TIMP2
CCR71	1.04490811485837e-237	0.709383213903101	0.324	0.031	2.2436267042239e-233	8	CCR7
DPYSL2	5.00586166191825e-237	0.361566409307119	0.444	0.055	1.07485861604709e-232	8	DPYSL2
HLA-DPB12	7.30947368326351e-236	2.09046934044611	0.955	0.46	1.56949018927034e-231	8	HLA-DPB1
CTSZ2	1.97708360705509e-235	1.00972655919167	0.882	0.235	4.24519392106869e-231	8	CTSZ
CD41	8.37637688126902e-235	0.326684080100338	0.319	0.03	1.79857564394608e-230	8	CD4
IL1B1	5.86237905304072e-232	0.736529112630533	0.378	0.043	1.2587700302689e-227	8	IL1B
BID1	2.99873072437981e-229	0.980622318796043	0.773	0.182	6.43887461138833e-225	8	BID
GSN	5.17567950751844e-229	0.629483016686761	0.612	0.103	1.11132190385436e-224	8	GSN
SRGAP2	1.06345362150024e-228	0.411104529623204	0.435	0.055	2.28344761608531e-224	8	SRGAP2
SYNGR22	7.51796177493634e-226	0.846720555048387	0.771	0.178	1.61425675231433e-221	8	SYNGR2
CYB561A3	2.33003397005016e-224	0.592002322679304	0.508	0.077	5.00304894049171e-220	8	CYB561A3
CD5	2.15676203119674e-223	0.348755462976097	0.279	0.025	4.63099943338564e-219	8	CD5
RNASET22	2.66042046455633e-221	1.15299637911197	0.915	0.318	5.71245482149535e-217	8	RNASET2
RUBCN	9.78642415720695e-221	0.686389244007435	0.463	0.067	2.10134099503548e-216	8	RUBCN
SNX92	1.24990642638396e-218	0.607004163323505	0.612	0.109	2.68379907873163e-214	8	SNX9
DDAH2	4.6847393734072e-215	0.730148514703037	0.655	0.129	1.00590723825799e-210	8	DDAH2
RNF1302	5.44301329897515e-214	0.629671119662714	0.686	0.136	1.16872381555594e-209	8	RNF130
ETV6	2.46573310622375e-205	0.428186416046668	0.541	0.088	5.29442212568364e-201	8	ETV6
CXCL81	3.26340727132653e-205	1.2228373066414	0.369	0.046	7.00718809299233e-201	8	CXCL8
DERL31	1.85923245171851e-201	0.405227411989556	0.298	0.031	3.99214392032997e-197	8	DERL3
MGLL	3.70127194243354e-201	0.335140139349697	0.288	0.029	7.9473711147933e-197	8	MGLL
SMCO41	9.66772629572032e-201	0.26222234455665	0.319	0.035	2.07585419021707e-196	8	SMCO4
SRGAP2B	7.07662210867319e-200	0.303135450791911	0.298	0.031	1.51949229917431e-195	8	SRGAP2B
SEMA4A	1.21269806524822e-198	0.335424639718678	0.392	0.051	2.60390528570098e-194	8	SEMA4A
CFP1	1.31468725377308e-195	0.326801073031101	0.298	0.031	2.82289647130157e-191	8	CFP
PARVB	2.67990590591167e-195	0.468810088621618	0.435	0.064	5.75429396117354e-191	8	PARVB
SH2B31	2.77477098719383e-194	0.422547722678638	0.461	0.07	5.9579882637026e-190	8	SH2B3
ACSL11	1.22981663041173e-191	0.346750347010367	0.376	0.049	2.64066226882007e-187	8	ACSL1
MFSD121	5.511237662639e-190	0.346076431750749	0.442	0.066	1.18337295092185e-185	8	MFSD12
DAPP1	3.98024165529875e-189	0.456180044869892	0.395	0.055	8.54637488225747e-185	8	DAPP1
TXN1	1.1186207538862e-188	2.1785586414451	0.941	0.447	2.40190248274444e-184	8	TXN
ATF5	1.19804999283558e-188	0.786653523867014	0.586	0.115	2.57245294461656e-184	8	ATF5
UNC93B11	1.62045712930644e-187	0.401707310456697	0.501	0.083	3.4794455480468e-183	8	UNC93B1
PAK11	2.28749822381836e-187	0.396039698126549	0.4	0.056	4.91171618618278e-183	8	PAK1
CXCL21	1.59784302729612e-183	0.888694761332368	0.307	0.036	3.43088854821023e-179	8	CXCL2
SMPD3	3.70065082765915e-179	0.608028580813458	0.357	0.049	7.94603745714973e-175	8	SMPD3
ETV3	5.97161556311993e-174	0.711334403268906	0.74	0.188	1.28222529371311e-169	8	ETV3
TRIB12	9.38032605869025e-170	0.502900428208798	0.428	0.07	2.01414361132197e-165	8	TRIB1
FCHSD2	4.96554527738063e-169	0.391811194035714	0.395	0.059	1.06620188195917e-164	8	FCHSD2
PMEPA1	2.20281561462955e-167	0.709212127890163	0.546	0.112	4.72988568773256e-163	8	PMEPA1
ALG2	1.33880471062457e-166	0.410697819161835	0.463	0.079	2.87468147465309e-162	8	ALG2
AP1S21	4.49026330463193e-163	0.530964572561198	0.669	0.153	9.64149336770569e-159	8	AP1S2
CD2AP	1.17313966612212e-162	0.517010019174981	0.511	0.098	2.51896549109741e-158	8	CD2AP
RUFY3	6.08968300914685e-162	0.266837749861172	0.359	0.051	1.30757673572401e-157	8	RUFY3
RRBP11	8.72967930823906e-161	0.901402922504343	0.804	0.249	1.87443674106509e-156	8	RRBP1
CERS6	3.75375527331972e-160	0.371372836095627	0.442	0.075	8.0600633228721e-156	8	CERS6
TCOF11	3.3268445182514e-159	0.508154223328159	0.579	0.122	7.1434005495894e-155	8	TCOF1
MS4A71	9.77372372916717e-157	0.250490981405301	0.305	0.038	2.09861395912677e-152	8	MS4A7
PQLC11	1.403221305076e-154	0.400607144401092	0.544	0.109	3.01299678625919e-150	8	PQLC1
CXCR31	3.77766081399213e-153	0.846438245328705	0.584	0.138	8.1113932998039e-149	8	CXCR3
MZB11	7.33637654448385e-153	0.351647954401459	0.362	0.055	1.57526677163157e-148	8	MZB1
NPC22	8.19237683191274e-152	1.02969763849763	0.818	0.268	1.7590671533483e-147	8	NPC2
PEA15	3.09295357948166e-151	0.324018468558982	0.414	0.069	6.64118992586303e-147	8	PEA15
TMEM14C1	2.53303489239641e-150	0.415825181941834	0.546	0.114	5.43893252095357e-146	8	TMEM14C
CDKN1A3	3.58476199324472e-147	0.658185067649092	0.783	0.227	7.69720095189506e-143	8	CDKN1A
EDEM1	6.29415713545672e-146	0.356012280336782	0.428	0.076	1.35148142012527e-141	8	EDEM1
NR4A3	1.6749509735729e-143	0.915570259595254	0.792	0.272	3.59645473045574e-139	8	NR4A3
SELL2	1.94016888873421e-141	0.440866409776001	0.565	0.124	4.16593063789009e-137	8	SELL
SGK11	2.8670923623109e-141	0.994919347902549	0.619	0.165	6.15622072035396e-137	8	SGK1
TOR3A2	3.18651313994353e-141	0.612573607257593	0.525	0.116	6.84208101408675e-137	8	TOR3A
MIR155HG	1.12575561726712e-140	0.749208187677349	0.544	0.124	2.41722246139596e-136	8	MIR155HG
GRINA1	2.66752015049016e-139	0.381189361951003	0.482	0.096	5.72769926713247e-135	8	GRINA
CD832	1.50302620013085e-138	1.19629457138283	0.927	0.479	3.22729785692096e-134	8	CD83
RGS102	3.87155091857456e-137	0.622341626894088	0.733	0.213	8.31299413236329e-133	8	RGS10
RALA	1.33650971962065e-135	0.625149662992533	0.591	0.147	2.86975366996946e-131	8	RALA
TRAF41	1.68996607543809e-135	0.642480077178208	0.548	0.129	3.62869515718067e-131	8	TRAF4
SMIM141	2.15716853629495e-132	0.351617706319585	0.487	0.1	4.63187228113253e-128	8	SMIM14
VIM3	3.98781280945533e-131	1.277623557477	0.983	0.864	8.56263166446247e-127	8	VIM
PTGDS	5.25485446979373e-131	2.07724456353575	0.381	0.074	1.12832235175411e-126	8	PTGDS
C1orf1622	5.42851836347438e-131	0.809480706802222	0.66	0.189	1.16561146300522e-126	8	C1orf162
IRF7	7.36729427114448e-129	1.10049611767224	0.83	0.321	1.58190542590014e-124	8	IRF7
CAT1	1.32444887535974e-128	0.397840961100577	0.567	0.132	2.84385662517244e-124	8	CAT
GRASP2	1.9728405130639e-128	0.961099298004433	0.953	0.509	4.2360831496508e-124	8	GRASP
ANXA51	4.11325099145201e-127	0.679625909826446	0.667	0.199	8.83197252884575e-123	8	ANXA5
PLP21	1.48850458999635e-125	0.796035554129116	0.837	0.337	3.19611705564016e-121	8	PLP2
SEC61B1	3.25895697095529e-125	1.38990557733237	0.948	0.633	6.9976324080352e-121	8	SEC61B
HIVEP1	4.20899725665985e-125	0.388811484099306	0.411	0.08	9.03755890950002e-121	8	HIVEP1
FYTTD1	6.07836914842515e-125	0.701615113481688	0.648	0.188	1.30514742354985e-120	8	FYTTD1
FAM49A1	1.21878717936199e-124	0.438052646663291	0.56	0.134	2.61697983152607e-120	8	FAM49A
IFNGR22	2.36491519219433e-124	0.296726988468803	0.322	0.053	5.07794590067967e-120	8	IFNGR2
SLC1A4	1.05258196024868e-123	0.269669762024336	0.312	0.049	2.26010398504596e-119	8	SLC1A4
ETS21	6.98195888028982e-123	0.321469187222562	0.336	0.057	1.49916621077583e-118	8	ETS2
FTH12	1.34220345274206e-122	1.0010746183386	0.998	0.998	2.88197925372775e-118	8	FTH1
TYMP1	1.15942365676446e-120	0.654718826375324	0.764	0.244	2.48951447580466e-116	8	TYMP
ANXA21	4.66069516473439e-120	0.748305199344019	0.669	0.208	1.00074446577177e-115	8	ANXA2
FNIP21	2.4560262864566e-118	0.354418406825668	0.369	0.069	5.27357964227961e-114	8	FNIP2
SOCS32	3.36526462407578e-116	0.66691754826868	0.707	0.213	7.22589620081551e-112	8	SOCS3
RPS112	3.89164429695689e-116	0.69247883474555	0.979	0.949	8.35613863442583e-112	8	RPS11
RAB11FIP11	4.95590885430503e-114	0.980330704432693	0.901	0.472	1.06413274919638e-109	8	RAB11FIP1
MALT1	2.18608196279353e-113	0.522570616571571	0.695	0.208	4.69395519051026e-109	8	MALT1
STK38L	1.88568355122206e-111	0.303132757642571	0.345	0.064	4.04893972118401e-107	8	STK38L
MAP2K11	2.07832795976664e-111	0.343323034041442	0.556	0.137	4.46258579521093e-107	8	MAP2K1
PLSCR1	5.6505878316159e-111	0.534738428636596	0.574	0.156	1.21329421920457e-106	8	PLSCR1
UGCG	6.9340452516644e-111	0.486658836248917	0.518	0.13	1.48887819643738e-106	8	UGCG
PHLDA2	6.74869544404009e-110	0.709068929010507	0.392	0.084	1.44907988574429e-105	8	PHLDA2
NUP62	1.14356544731857e-108	0.262242155289573	0.364	0.07	2.45546372848244e-104	8	NUP62
EZR2	5.82811408137763e-108	1.10832488108933	0.943	0.682	1.2514126555534e-103	8	EZR
VEGFB	1.11868283976615e-107	0.550929802282945	0.645	0.197	2.40203579354588e-103	8	VEGFB
MAFG	4.42310521247052e-107	0.269859770070768	0.392	0.08	9.49729151221669e-103	8	MAFG
SNRNP251	3.86415925543135e-106	0.275804839291873	0.4	0.083	8.2971227532622e-102	8	SNRNP25
CDYL	7.41454058499761e-106	0.506970056339306	0.619	0.178	1.59205015441069e-101	8	CDYL
CD9	8.31911635040619e-106	0.37521792909717	0.251	0.039	1.78628066275922e-101	8	CD9
PTRHD1	1.05667245889807e-105	0.36489322841866	0.603	0.163	2.26888710374594e-101	8	PTRHD1
ATOX11	3.56243799172646e-104	0.443955051169617	0.626	0.183	7.64926685583505e-100	8	ATOX1
ERCC1	4.71020344247654e-103	0.328175899418669	0.598	0.16	1.01137488316856e-98	8	ERCC1
APEX1	7.05592947457165e-103	0.475479919629969	0.73	0.232	1.51504917678002e-98	8	APEX1
TGFBR1	1.30969260762204e-102	0.27600127399931	0.402	0.085	2.81217196708603e-98	8	TGFBR1
PTPRE1	1.28154259509768e-101	0.759064111652598	0.809	0.332	2.75172826019374e-97	8	PTPRE
DCK	1.37203511683916e-101	0.36092801156536	0.494	0.122	2.94603380287704e-97	8	DCK
NQO2	2.23898168185344e-101	0.265507047185102	0.352	0.07	4.8075414672757e-97	8	NQO2
NRARP1	7.70671735192502e-101	0.646473205953737	0.418	0.102	1.65478634980534e-96	8	NRARP
RGS21	7.87329833245743e-101	1.19965424591784	0.936	0.55	1.69055461794526e-96	8	RGS2
AL355075.4	5.59685564248798e-100	0.408642899412298	0.34	0.068	1.20175684355502e-95	8	AL355075.4
POLB	1.81099760930541e-99	0.537259007169104	0.433	0.105	3.88857406670058e-95	8	POLB
RILPL22	9.75545536462574e-98	0.598909429432823	0.783	0.284	2.09469137589244e-93	8	RILPL2
NUDT11	1.88696539450362e-97	0.292740000023523	0.515	0.13	4.05169209507817e-93	8	NUDT1
CNPY31	3.02032830045238e-96	0.472242736697534	0.726	0.242	6.48524892673134e-92	8	CNPY3
BAIAP2	3.03919526635141e-96	0.251626218246098	0.348	0.07	6.52576007590974e-92	8	BAIAP2
LGALS91	3.11726073887151e-96	0.329090514734675	0.494	0.126	6.69338225850491e-92	8	LGALS9
RPS231	4.94161972681503e-96	0.467843072535658	0.988	0.999	1.06106458774172e-91	8	RPS23
OTULINL	3.32735489809956e-94	0.474534490060518	0.631	0.195	7.14449643719938e-90	8	OTULINL
NLRP31	4.58902459127355e-93	0.367271441425683	0.267	0.047	9.85355360238257e-89	8	NLRP3
NAGK1	5.98933045587752e-93	0.298099188697502	0.456	0.113	1.28602903548602e-88	8	NAGK
ARHGAP51	1.06199078996816e-92	0.270262026563131	0.364	0.078	2.28030662421963e-88	8	ARHGAP5
HERPUD12	1.35652354473342e-91	1.10008270772756	0.967	0.791	2.9127273552516e-87	8	HERPUD1
PYCARD1	2.79639648847696e-91	0.447014017173511	0.704	0.233	6.00442254005772e-87	8	PYCARD
MX1	3.47182351436717e-91	0.484636206011234	0.527	0.15	7.45469945004919e-87	8	MX1
SEPHS1	8.89484377519893e-91	0.316184940200983	0.274	0.05	1.90990085541071e-86	8	SEPHS1
CD72	1.08184052430829e-90	0.259291582303203	0.392	0.088	2.32292797379475e-86	8	CD72
CD552	1.61982300338585e-90	0.638633736207733	0.889	0.416	3.4780839528701e-86	8	CD55
RAPGEF1	3.43250487198008e-90	0.345218909484354	0.548	0.155	7.37027446111562e-86	8	RAPGEF1
UVRAG1	7.06212419409833e-90	0.288574864378024	0.463	0.116	1.51637930695679e-85	8	UVRAG
DSTN1	4.54986083643586e-89	0.90280397416323	0.79	0.364	9.76946118799507e-85	8	DSTN
RNF1491	8.99967542830155e-89	0.450027060211363	0.738	0.254	1.93241030796491e-84	8	RNF149
NCOA41	9.34098190544326e-88	0.27203529798876	0.426	0.103	2.00569563473678e-83	8	NCOA4
COMT	2.84162525821763e-87	0.285709153796378	0.501	0.133	6.1015377544449e-83	8	COMT
TALDO12	8.98058179970215e-87	0.412971143547703	0.735	0.251	1.92831052403204e-82	8	TALDO1
SLC31A21	1.01471082286943e-86	0.263665834323895	0.336	0.071	2.17878707886525e-82	8	SLC31A2
HMGA11	1.18476667070545e-86	0.34796581262717	0.622	0.19	2.54393099533874e-82	8	HMGA1
EIF4A32	6.78564602589069e-85	1.03862788623624	0.948	0.593	1.45701391467925e-80	8	EIF4A3
H2AFY2	6.0067238464489e-83	0.453851731653765	0.778	0.294	1.28976374430951e-78	8	H2AFY
GNG52	4.33315222034031e-82	0.64504672744056	0.884	0.48	9.30414444751471e-78	8	GNG5
PFKFB31	5.88510952055865e-82	0.427025865356983	0.593	0.19	1.26365071625435e-77	8	PFKFB3
NUDT162	1.01494509048833e-81	0.285199033717713	0.345	0.079	2.17929009829654e-77	8	NUDT16
VPS351	2.54333935935578e-81	0.267497249170832	0.433	0.112	5.46105827240873e-77	8	VPS35
PRCP1	4.17574565369009e-81	0.255474742955967	0.378	0.091	8.96616106760335e-77	8	PRCP
MAP4K41	1.40505283345031e-79	0.329988671640927	0.473	0.132	3.01692944398451e-75	8	MAP4K4
CUX11	1.92530026743505e-79	0.261441736754981	0.421	0.108	4.13400473423654e-75	8	CUX1
NDRG1	5.89226994189908e-79	0.389500450057036	0.482	0.137	1.26518820192457e-74	8	NDRG1
PTPN12	8.10032822022514e-79	0.52933938607796	0.759	0.312	1.73930247544674e-74	8	PTPN1
BRI31	1.23604293602338e-78	0.385873851995199	0.74	0.267	2.6540313922294e-74	8	BRI3
IL18	1.47039411835822e-78	0.258547057207817	0.376	0.091	3.15723025093877e-74	8	IL18
AP2S12	7.96868349265912e-78	0.414112391758119	0.749	0.278	1.71103571954377e-73	8	AP2S1
CNDP2	3.42056481671799e-77	0.290156740369576	0.489	0.14	7.34463677445686e-73	8	CNDP2
MIR22HG1	3.34540994714422e-76	0.390922842584685	0.551	0.173	7.18326423850808e-72	8	MIR22HG
TPP11	6.10067596183942e-76	0.256976540090444	0.456	0.125	1.30993714252616e-71	8	TPP1
PRDX13	2.81788031202481e-73	0.601559741015897	0.792	0.346	6.05055260597966e-69	8	PRDX1
GLA	4.06494698810288e-73	0.289932646819671	0.343	0.083	8.72825417285451e-69	8	GLA
NFATC11	1.77108264695747e-72	0.356867810804194	0.338	0.083	3.80286865954708e-68	8	NFATC1
LAPTM4A2	1.96220030069683e-71	0.483248084520015	0.816	0.372	4.21323648565623e-67	8	LAPTM4A
HES42	2.91951046624188e-71	0.625000904232398	0.567	0.197	6.26877287311456e-67	8	HES4
GDI21	3.04050545271496e-71	0.550388424761888	0.754	0.337	6.52857330806956e-67	8	GDI2
TSEN34	7.31797441451029e-71	0.326552487540187	0.409	0.112	1.57131546628365e-66	8	TSEN34
MTHFD2	9.16802167687606e-71	0.32952247073846	0.558	0.18	1.96855761445883e-66	8	MTHFD2
LTB3	1.09192220669378e-70	0.746885768551515	0.553	0.195	2.34457536221288e-66	8	LTB
DDX212	1.13900238338596e-70	0.572321815898101	0.865	0.449	2.44566591760634e-66	8	DDX21
WDFY21	1.57105390873411e-70	0.314096163707207	0.461	0.133	3.37336695283388e-66	8	WDFY2
LAGE31	1.68539860885943e-70	0.33131811188486	0.478	0.143	3.61888789294297e-66	8	LAGE3
RPS132	2.84098444728875e-70	0.409893178246414	0.969	0.997	6.10016180521841e-66	8	RPS13
RELT1	3.505302974198e-69	0.276026323824666	0.539	0.169	7.52658654619794e-65	8	RELT
C12orf752	3.64490148729377e-69	0.598187209861039	0.712	0.307	7.82633247351718e-65	8	C12orf75
CTSS1	7.04306418557616e-69	0.352834745957869	0.832	0.376	1.51228674192691e-64	8	CTSS
SIDT1	1.78253928301381e-68	0.291291733679948	0.293	0.068	3.82746834848724e-64	8	SIDT1
RNH11	2.86292695339134e-68	0.391930285791919	0.697	0.266	6.14727675432188e-64	8	RNH1
SSR32	8.68255629972705e-68	0.398625421889711	0.764	0.307	1.86431848867739e-63	8	SSR3
RPL233	1.02349456592444e-66	0.496643796647676	0.965	0.876	2.19764753195295e-62	8	RPL23
SLC7A5	1.17444526639794e-66	0.618201785301693	0.702	0.303	2.52176887600966e-62	8	SLC7A5
SERPINB91	1.68356373383333e-66	0.59796050217351	0.66	0.272	3.61494804928693e-62	8	SERPINB9
AGPAT5	3.76894031802934e-65	0.296860154250552	0.253	0.056	8.09266865087261e-61	8	AGPAT5
RAC11	5.84320704171694e-65	0.511338680089189	0.903	0.533	1.25465341599746e-60	8	RAC1
C20orf271	6.82194828597152e-65	0.281211977004495	0.333	0.086	1.46480873596381e-60	8	C20orf27
AL121944.12	7.6163756669605e-65	0.415816239140033	0.508	0.168	1.63538818320976e-60	8	AL121944.1
FKBP21	1.23610899447261e-64	0.33059347532095	0.634	0.227	2.65417323293159e-60	8	FKBP2
NCF11	2.10429356209681e-64	0.36240959616753	0.485	0.156	4.51833913653427e-60	8	NCF1
AREG1	2.88395902290293e-64	0.875669213915861	0.929	0.671	6.19243681397717e-60	8	AREG
ARPC32	3.95662190739887e-64	0.5009776128657	0.941	0.832	8.49565855956686e-60	8	ARPC3
RPS82	5.61853636093625e-64	0.400342008023988	0.986	0.999	1.20641212742023e-59	8	RPS8
ARFGAP3	6.99275942098182e-64	0.311835716858297	0.61	0.216	1.50148530287322e-59	8	ARFGAP3
GABARAPL2	5.5608612010215e-63	0.436954156268311	0.79	0.347	1.19402811708334e-58	8	GABARAPL2
MAP2K3	1.84034073928045e-62	0.53441914416325	0.778	0.379	3.95157963538297e-58	8	MAP2K3
ATP6V0B1	2.57932577106435e-62	0.48931107673309	0.827	0.403	5.53832829562938e-58	8	ATP6V0B
INPP4A	3.91487164799012e-62	0.284680243349878	0.378	0.108	8.40601240256439e-58	8	INPP4A
SNX32	7.13472254389364e-62	0.407177839985596	0.842	0.412	1.53196762462484e-57	8	SNX3
SPAG9	9.87486005289223e-62	0.420124912936292	0.681	0.269	2.12032995055702e-57	8	SPAG9
FGL22	1.98070316042446e-61	0.679417939977573	0.456	0.157	4.25296582606341e-57	8	FGL2
PPA1	5.99566381797435e-61	0.486737329267664	0.593	0.231	1.28738893499545e-56	8	PPA1
SSR1	8.78739635590939e-61	0.273689877357824	0.546	0.184	1.88682974554086e-56	8	SSR1
MX21	9.09209597295287e-61	0.300172526929091	0.385	0.112	1.95225484731244e-56	8	MX2
BANP	1.05479831682162e-60	0.318804503354414	0.468	0.149	2.26486294587938e-56	8	BANP
SAMHD11	2.05599577806243e-60	0.395376034147497	0.596	0.22	4.41463413465564e-56	8	SAMHD1
ACAA11	8.26931229131539e-59	0.255347237359208	0.546	0.186	1.77558673519124e-54	8	ACAA1
TNFSF91	6.10695700410822e-58	0.365936277929054	0.641	0.248	1.31128580792212e-53	8	TNFSF9
PLAC81	1.47451535053132e-57	0.600881727381584	0.842	0.469	3.16607936066085e-53	8	PLAC8
SYNJ2	2.34560526682763e-57	0.300026002615329	0.338	0.095	5.03648362893229e-53	8	SYNJ2
RPS93	5.36768271788448e-57	0.394018155873606	0.983	0.981	1.15254883318416e-52	8	RPS9
ARPC1B2	7.34683814491968e-56	0.511621911346317	0.813	0.423	1.57751308647715e-51	8	ARPC1B
AKAP13	7.99194089765555e-56	0.576798218206107	0.936	0.688	1.7160295495446e-51	8	AKAP13
SAT11	9.24434280498321e-56	0.715352281781806	0.983	0.836	1.98494528708599e-51	8	SAT1
RASD11	1.13690559033223e-55	0.450811771732061	0.317	0.089	2.44116368356136e-51	8	RASD1
PHB1	1.8600849774905e-55	0.343154200115919	0.655	0.259	3.99397446366761e-51	8	PHB
RPL372	3.42704354575603e-55	0.284367349069243	0.998	0.999	7.35854790144735e-51	8	RPL37
MED26	2.34716674206705e-54	0.264293755567888	0.385	0.119	5.03983642856636e-50	8	MED26
PGLS1	4.33604112005041e-54	0.351723745731469	0.735	0.312	9.31034749297224e-50	8	PGLS
NAP1L12	5.52207303459288e-54	0.437202223472896	0.936	0.565	1.18569952198778e-49	8	NAP1L1
IRF81	5.76066046902948e-54	0.495390996552078	0.863	0.44	1.23692901591001e-49	8	IRF8
ANKRD11	7.69553448860005e-54	0.635944689947592	0.825	0.484	1.6523851653922e-49	8	ANKRD11
